wdid,spectype,teff,Dteff,logg,Dlogg
Gaia DR3 4543010831394462592,DA,12856.0,618.0,7.993,0.07
Gaia DR3 4543128788377624704,DA,19580.0,1123.0,7.942,0.078
Gaia DR3 4543140062668064128,DA,35690.0,2153.0,7.784,0.066
Gaia DR3 4543220528878072448,DA,16453.0,617.0,7.59,0.051
Gaia DR3 4543242557769070720,DA,8424.0,85.0,7.642,0.023
Gaia DR3 4543314713218542336,DA,11007.0,178.0,7.958,0.025
Gaia DR3 4543433872792225024,DA,13742.0,331.0,7.971,0.029
Gaia DR3 4543439434770735488,DC,10623.0,622.0,8.404,0.093
Gaia DR3 4543453694063124096,DA,12949.0,701.0,8.132,0.071
Gaia DR3 4543528082897170432,DA,18976.0,1339.0,7.829,0.113
Gaia DR3 4543530286216084352,DA,13560.0,597.0,7.94,0.052
Gaia DR3 4543537772343388288,DA,11757.0,448.0,8.342,0.053
Gaia DR3 4543543235541829632,DA,15878.0,630.0,7.848,0.051
Gaia DR3 4543560759008603520,DA,7325.0,313.0,7.938,0.115
Gaia DR3 4543599589809187328,DA,7358.0,108.0,6.879,0.09
Gaia DR3 4543622331658847360,DA,28609.0,1413.0,7.641,0.081
Gaia DR3 4543625801992665984,DA,34261.0,3484.0,8.598,0.098
Gaia DR3 4543628280190779136,DA,16640.0,860.0,8.294,0.058
Gaia DR3 4543643703416096512,DA,11149.0,402.0,8.086,0.063
Gaia DR3 4543648689875595008,DA,7613.0,275.0,7.951,0.085
Gaia DR3 4543712457251828096,DA,41464.0,3232.0,7.962,0.053
Gaia DR3 4543713762921918208,DA,6889.0,190.0,8.172,0.06
Gaia DR3 4543740116842135808,DA:,,,,
Gaia DR3 4543880888690666880,DA,10704.0,595.0,8.041,0.122
Gaia DR3 4543913770959276672,DA,10213.0,231.0,8.034,0.044
Gaia DR3 4543928270770181760,DA,17069.0,529.0,7.772,0.035
Gaia DR3 4543951291793935232,DA,13515.0,490.0,7.966,0.048
Gaia DR3 4543960397123696384,DA,9700.0,528.0,8.037,0.132
Gaia DR3 4543964971264759808,DA,4774.0,149.0,7.863,0.1
Gaia DR3 4544055814119095040,DA,11308.0,360.0,7.693,0.059
Gaia DR3 4544082236756160512,DA,10068.0,467.0,7.7,0.134
Gaia DR3 4544146489469906944,DA,8547.0,173.0,6.996,0.056
Gaia DR3 4544221393697482496,DB,17619.0,1822.0,8.279,0.122
Gaia DR3 4544221909093589888,DA,10466.0,229.0,8.207,0.035
Gaia DR3 4544277125197667712,DA,15196.0,363.0,8.309,0.029
Gaia DR3 4544315646756886912,DA,11521.0,165.0,7.969,0.021
Gaia DR3 4544349486802454144,DA,15766.0,619.0,7.928,0.06
Gaia DR3 4544360894239858688,DA,12265.0,672.0,8.192,0.084
Gaia DR3 4544406837501830784,DA,31187.0,606.0,7.661,0.026
Gaia DR3 4544457140158196224,DA,13962.0,432.0,7.928,0.04
Gaia DR3 4544458269733868032,DA,13228.0,542.0,7.234,0.077
Gaia DR3 4544602447492272896,DQ,8486.0,247.0,7.891,0.08
Gaia DR3 4544705148750824320,DA,7727.0,124.0,8.052,0.032
Gaia DR3 4544776617007191936,DB:,12650.0,722.0,8.161,0.105
Gaia DR3 4544781045116399104,DA,6164.0,153.0,7.731,0.072
Gaia DR3 4544782488225475328,DA,16139.0,297.0,8.038,0.02
Gaia DR3 4544873438451556352,DA,17170.0,415.0,7.99,0.025
Gaia DR3 4545048952292367744,DA,15993.0,368.0,7.421,0.032
Gaia DR3 4545129525878439680,DA,11779.0,213.0,8.074,0.024
Gaia DR3 4545296509911283840,DA,14045.0,611.0,7.565,0.068
Gaia DR3 4545305340364113664,DA,5841.0,161.0,8.079,0.068
Gaia DR3 4545308364021123200,DA,20772.0,1516.0,9.064,0.064
Gaia DR3 4545395946993914368,DA,15539.0,875.0,7.895,0.078
Gaia DR3 4545412405307956480,DA,7199.0,234.0,7.953,0.081
Gaia DR3 4545526445279063168,DC:,8222.0,215.0,8.202,0.049
Gaia DR3 4545546648805892096,DA,5720.0,152.0,7.52,0.102
Gaia DR3 4545575377843640960,DA,7579.0,377.0,8.263,0.108
Gaia DR3 454562845935727232,DC,10299.0,455.0,7.833,0.085
Gaia DR3 4545720440362219648,DB,11596.0,363.0,7.948,0.061
Gaia DR3 4545726659474570496,DA,39236.0,4291.0,7.891,0.1
Gaia DR3 4545730954441890688,DA,6342.0,219.0,8.306,0.09
Gaia DR3 454573639193459712,DA,14238.0,282.0,7.817,0.023
Gaia DR3 4545783627922027136,DA,12555.0,455.0,7.942,0.04
Gaia DR3 4545912820537587328,DQ,6206.0,115.0,8.017,0.065
Gaia DR3 4545916703188099840,DC:,8588.0,390.0,7.839,0.125
Gaia DR3 4545990061231386752,DA,15814.0,849.0,7.935,0.067
Gaia DR3 4546054417018876800,DA,6195.0,180.0,8.191,0.074
Gaia DR3 4546056135005828864,DA,8379.0,423.0,8.109,0.122
Gaia DR3 4546073005638351104,DC,9301.0,365.0,7.237,0.103
Gaia DR3 4546102073975936000,DA,10632.0,292.0,7.547,0.077
Gaia DR3 4546138460938972800,DA,18821.0,508.0,7.748,0.034
Gaia DR3 4546205982122209664,DA,15821.0,337.0,7.889,0.028
Gaia DR3 4546238447778848896,DB,14658.0,844.0,7.963,0.105
Gaia DR3 454626377092501888,DA,11529.0,269.0,7.823,0.035
Gaia DR3 4546375714933736192,DA,13872.0,721.0,8.903,0.037
Gaia DR3 4546440483040337920,DA,14105.0,681.0,7.904,0.081
Gaia DR3 4546496489414159232,DA,10167.0,240.0,7.245,0.065
Gaia DR3 454649849088537856,DA,15312.0,813.0,7.976,0.057
Gaia DR3 4546500750021763840,DC,10122.0,384.0,7.824,0.081
Gaia DR3 4546722851369570176,DA,8315.0,236.0,7.552,0.081
Gaia DR3 4546859706207667968,DA:,8396.0,341.0,8.235,0.081
Gaia DR3 4546863760656893824,DA,22646.0,1254.0,7.934,0.067
Gaia DR3 4546871457238695168,DA,21313.0,819.0,7.69,0.048
Gaia DR3 4546876856014053376,DA,27758.0,496.0,7.729,0.025
Gaia DR3 4546923271724370560,DA,8349.0,441.0,8.026,0.133
Gaia DR3 4546999004884196096,DA,22830.0,909.0,7.194,0.063
Gaia DR3 4547004158845931392,DA,7925.0,390.0,8.137,0.112
Gaia DR3 4547029649473974144,DA,13026.0,762.0,8.351,0.06
Gaia DR3 4547059027050576640,DA,4522.0,141.0,6.92,0.227
Gaia DR3 4547277211388390656,DA,9228.0,194.0,7.606,0.051
Gaia DR3 4547292226594250752,DA,18093.0,951.0,8.192,0.059
Gaia DR3 4547379573346074624,DA,18560.0,786.0,7.597,0.054
Gaia DR3 4547413795645600000,DA,26635.0,486.0,7.904,0.021
Gaia DR3 4547542537288392448,DB,13186.0,550.0,7.805,0.079
Gaia DR3 4547638538397741568,DA,25096.0,1199.0,7.934,0.068
Gaia DR3 4547639225592526336,DA,8832.0,456.0,8.403,0.097
Gaia DR3 4547658746219944832,DA,10194.0,108.0,7.149,0.023
Gaia DR3 4547667881613361792,DA,11084.0,535.0,7.594,0.127
Gaia DR3 4547674581762283392,DA,10698.0,560.0,8.106,0.111
Gaia DR3 4547769109699926400,DA,17506.0,671.0,7.863,0.05
Gaia DR3 4547796868071145984,DA,8779.0,198.0,8.03,0.044
Gaia DR3 4547845457039993984,DA,12362.0,721.0,7.964,0.088
Gaia DR3 4547863319805494144,DA,23922.0,1266.0,7.871,0.07
Gaia DR3 4547880808912441216,DA,8358.0,321.0,7.889,0.101
Gaia DR3 4547923140110527872,DA,9690.0,355.0,7.77,0.106
Gaia DR3 4547929874619348096,DA,13268.0,649.0,7.493,0.104
Gaia DR3 454793399779350016,DA,15430.0,861.0,7.68,0.081
Gaia DR3 454793399779351552,DA,11427.0,677.0,7.973,0.128
Gaia DR3 4548001205434988160,DA,12848.0,380.0,7.93,0.035
Gaia DR3 4548140156218371712,DB,11582.0,472.0,8.09,0.068
Gaia DR3 4548155824258846592,DA,11725.0,373.0,8.102,0.046
Gaia DR3 4548214751209264896,DA,13472.0,218.0,8.268,0.013
Gaia DR3 4548227399887714432,DA,12066.0,363.0,8.046,0.034
Gaia DR3 454823193975391104,DA,14650.0,310.0,8.192,0.021
Gaia DR3 4548316975728449024,DA,10397.0,173.0,7.933,0.029
Gaia DR3 4548326248561588224,DA,9426.0,271.0,7.672,0.073
Gaia DR3 4548386382403263872,DA,19636.0,1294.0,8.079,0.088
Gaia DR3 4548401736906798592,DA,7327.0,269.0,8.301,0.073
Gaia DR3 4548472174369340672,DA,4940.0,164.0,7.257,0.137
Gaia DR3 4548503613530595200,DA,18630.0,1261.0,8.286,0.083
Gaia DR3 4548553606950154240,DC,7207.0,217.0,8.0,0.059
Gaia DR3 4548565357979260672,DA,8640.0,233.0,7.906,0.061
Gaia DR3 4548600336193327872,DA,13215.0,536.0,7.728,0.091
Gaia DR3 4548783095641348992,DA,24076.0,1361.0,7.725,0.093
Gaia DR3 4548817180502328960,DA,8582.0,116.0,7.694,0.032
Gaia DR3 4548894421195675776,DA,11995.0,380.0,8.037,0.047
Gaia DR3 4548947369552348800,DA,18201.0,223.0,7.688,0.013
Gaia DR3 4549062062359150848,DA,5866.0,151.0,8.087,0.072
Gaia DR3 4549192801162208512,DA,7794.0,323.0,7.582,0.126
Gaia DR3 4549215993985469696,DA,14411.0,1040.0,8.78,0.062
Gaia DR3 4549217677612386048,DZ,6927.0,188.0,8.311,0.048
Gaia DR3 4549276295327919488,DA,7162.0,126.0,8.031,0.042
Gaia DR3 4549320000914666624,DA,19567.0,917.0,7.352,0.078
Gaia DR3 4549377759636651264,DA:,10683.0,551.0,8.669,0.081
Gaia DR3 4549389819901755904,DB,14242.0,978.0,8.947,0.077
Gaia DR3 4549394046151950976,DA,7094.0,234.0,7.714,0.103
Gaia DR3 4549542931196386688,DA,7246.0,289.0,7.842,0.108
Gaia DR3 4549563306521155200,DB,15155.0,747.0,7.912,0.076
Gaia DR3 4549715687660334208,DA,12915.0,846.0,8.487,0.066
Gaia DR3 4549872539867582208,DA,5866.0,166.0,7.271,0.093
Gaia DR3 4549899134305465472,DA,6598.0,161.0,7.879,0.058
Gaia DR3 4549915936215529856,DB,15306.0,1149.0,8.091,0.118
Gaia DR3 4549955175036954112,DA,20720.0,1510.0,8.195,0.088
Gaia DR3 4549959366925877504,DA,16995.0,1210.0,7.934,0.114
Gaia DR3 4550067393943604224,DB,13466.0,746.0,8.432,0.081
Gaia DR3 4550105739410567680,DA,9129.0,213.0,8.124,0.044
Gaia DR3 4550107182519642880,DA,14992.0,790.0,7.977,0.075
Gaia DR3 4550118525530897408,DC,6934.0,191.0,8.003,0.052
Gaia DR3 4550144776370880000,DA,50017.0,6075.0,7.739,0.072
Gaia DR3 4550162020662583296,DA,12126.0,806.0,7.99,0.109
Gaia DR3 4550185935039440384,DA,11448.0,560.0,7.401,0.117
Gaia DR3 4550186317294996864,DA,17835.0,1097.0,8.119,0.06
Gaia DR3 4550225723617065728,DB,13308.0,615.0,7.729,0.086
Gaia DR3 4550307224918023680,DC,9642.0,313.0,8.284,0.053
Gaia DR3 4550343268281505408,DA,9779.0,362.0,7.964,0.085
Gaia DR3 4550548842597623936,DA,9815.0,302.0,7.685,0.08
Gaia DR3 4550692779838399104,DA,10624.0,190.0,8.037,0.029
Gaia DR3 4550733045155973632,DA,15942.0,741.0,8.384,0.046
Gaia DR3 4550798844054439424,DA,19464.0,1390.0,8.103,0.1
Gaia DR3 4550871033863408768,DA,11691.0,444.0,8.098,0.061
Gaia DR3 4550910861098604928,DB,16933.0,1759.0,8.159,0.148
Gaia DR3 4550965561802207616,DA,12878.0,431.0,7.377,0.068
Gaia DR3 4550965664882006144,DZ,4527.0,106.0,7.961,0.098
Gaia DR3 4551007613825486848,DA,7158.0,248.0,7.771,0.113
Gaia DR3 4551018368423700352,DA,21973.0,1520.0,7.932,0.117
Gaia DR3 4551054072489426048,DA,7964.0,293.0,8.378,0.074
Gaia DR3 4551206384909561216,DA,13843.0,502.0,8.024,0.055
Gaia DR3 4551247513523481600,DA,12181.0,616.0,7.75,0.085
Gaia DR3 4551292529072932992,DA,9454.0,399.0,8.175,0.092
Gaia DR3 4551455561731842944,DA,6632.0,209.0,7.18,0.13
Gaia DR3 4551482671567473664,DA,8822.0,423.0,8.002,0.138
Gaia DR3 4551562970275377536,DA,5318.0,152.0,7.463,0.129
Gaia DR3 4551564658203292544,DA,8871.0,284.0,7.958,0.078
Gaia DR3 455163763401955840,DA,6512.0,266.0,8.459,0.096
Gaia DR3 455164935930210944,DC:,29534.0,1746.0,7.357,0.066
Gaia DR3 455168200100958336,DA:,9078.0,363.0,8.123,0.095
Gaia DR3 4551750441306404096,DB,12803.0,448.0,7.739,0.065
Gaia DR3 4551773015654482304,DA,18695.0,346.0,7.926,0.02
Gaia DR3 4551910695125644928,DA,13922.0,489.0,7.77,0.059
Gaia DR3 4551932887219109760,DA,13575.0,971.0,8.168,0.118
Gaia DR3 4551956462293945984,DA,12784.0,705.0,8.192,0.066
Gaia DR3 4552148601952988416,DA,19753.0,1734.0,8.309,0.111
Gaia DR3 4552184194348910080,DA,30214.0,1297.0,7.596,0.063
Gaia DR3 4552346853345386112,DA,16932.0,1119.0,8.032,0.087
Gaia DR3 4552379877353165824,DA,28632.0,1197.0,7.549,0.064
Gaia DR3 4552411449655668736,DA:,20146.0,475.0,8.845,0.019
Gaia DR3 4552517797342483840,DA,13357.0,527.0,7.146,0.064
Gaia DR3 4552551534308438656,DA,17696.0,929.0,8.261,0.057
Gaia DR3 4552571467255257728,DA,24791.0,1576.0,8.071,0.082
Gaia DR3 4552713098092963072,DA,17064.0,1175.0,8.008,0.1
Gaia DR3 4552909562780462592,DZ,10157.0,259.0,7.813,0.044
Gaia DR3 4552989449174665472,DA,11204.0,456.0,7.805,0.108
Gaia DR3 4552999688374519040,DA:,8360.0,460.0,8.376,0.117
Gaia DR3 4553004395658740352,DA,16609.0,713.0,7.932,0.054
Gaia DR3 4553014188184403200,DA,21735.0,860.0,7.945,0.051
Gaia DR3 4553030955736985088,DA,8518.0,355.0,7.854,0.131
Gaia DR3 4553064800080039168,DA,15332.0,669.0,7.965,0.07
Gaia DR3 4553111288806209280,DA,5799.0,161.0,8.049,0.08
Gaia DR3 4553180351879124608,DA,13434.0,783.0,7.94,0.102
Gaia DR3 4553185196602452736,DA,15954.0,1348.0,8.157,0.112
Gaia DR3 4553206469577993344,DA,7089.0,249.0,8.088,0.077
Gaia DR3 4553258657724470656,DA,4836.0,168.0,7.848,0.11
Gaia DR3 4553297209350023424,DA,22272.0,1665.0,7.963,0.106
Gaia DR3 4553325697870624512,DA:,6722.0,297.0,8.101,0.101
Gaia DR3 4553388129514521344,DA,6988.0,159.0,7.222,0.068
Gaia DR3 4553421217942016896,DA,9568.0,270.0,6.893,0.114
Gaia DR3 455356143574194048,DA,6643.0,236.0,8.258,0.09
Gaia DR3 4553587072400090240,DA:,5899.0,188.0,7.491,0.112
Gaia DR3 4553606000318004736,DA,14232.0,371.0,8.051,0.03
Gaia DR3 4553662251506755584,DA,17618.0,490.0,7.945,0.031
Gaia DR3 4553706983589985024,DA,7564.0,284.0,8.078,0.083
Gaia DR3 4553714027336591360,DA,11973.0,508.0,8.069,0.057
Gaia DR3 4553846827724521984,DA,14746.0,1015.0,8.162,0.091
Gaia DR3 4553907369583127424,DA,17601.0,1253.0,7.836,0.117
Gaia DR3 4554127924743861504,DA,15417.0,703.0,7.911,0.061
Gaia DR3 455429849514437504,DA,16585.0,531.0,8.164,0.032
Gaia DR3 4554508871162716160,DA:,7092.0,407.0,8.261,0.144
Gaia DR3 4554540005387403520,DA,19635.0,1001.0,7.835,0.071
Gaia DR3 4554733137176951936,DA,18056.0,890.0,7.984,0.06
Gaia DR3 4554755505366445056,DA,8066.0,404.0,7.964,0.125
Gaia DR3 4554806770094387072,DA,18928.0,1220.0,8.255,0.079
Gaia DR3 4554827733838388864,DA,19722.0,1231.0,8.126,0.07
Gaia DR3 4554895452579191168,DC,9054.0,323.0,7.906,0.076
Gaia DR3 4554953657976231808,DB,14238.0,537.0,8.169,0.052
Gaia DR3 4554958296540354432,DC,8519.0,172.0,8.141,0.035
Gaia DR3 4555051789389593472,DA,6313.0,192.0,7.945,0.078
Gaia DR3 4555076390962365312,DA,10023.0,305.0,8.003,0.068
Gaia DR3 4555128072310045824,DC:,,,,
Gaia DR3 4555133325049613824,DZ,8396.0,419.0,8.075,0.089
Gaia DR3 4555200292177655808,DA,16812.0,1381.0,8.17,0.109
Gaia DR3 4555213726840647808,DA,5903.0,202.0,7.88,0.107
Gaia DR3 4555225276004701184,DA,12012.0,650.0,7.971,0.094
Gaia DR3 4555250977093128960,DA,11105.0,204.0,7.923,0.03
Gaia DR3 4555259944984859520,DA,32297.0,2200.0,8.31,0.077
Gaia DR3 4555267568546469632,DA,6971.0,267.0,8.399,0.075
Gaia DR3 4555268019523504000,DA,21458.0,691.0,8.004,0.035
Gaia DR3 4555285023293785728,DA,8437.0,313.0,7.875,0.089
Gaia DR3 4555343331768573952,DA,6757.0,257.0,8.088,0.086
Gaia DR3 4555369002795157376,DA,12483.0,201.0,7.997,0.015
Gaia DR3 4555442700133170560,DA,13990.0,413.0,8.046,0.036
Gaia DR3 4555449748177125888,DA,9141.0,79.0,7.451,0.018
Gaia DR3 4555474963927109248,DA,6621.0,271.0,8.043,0.112
Gaia DR3 4555490494529479168,DA,19810.0,1505.0,7.893,0.116
Gaia DR3 4555517913601109632,DA,33421.0,1213.0,7.828,0.04
Gaia DR3 4555552827394057088,DA,20164.0,660.0,7.845,0.037
Gaia DR3 455560004202388096,DA,15220.0,410.0,7.874,0.036
Gaia DR3 4555605015536375296,DA,16888.0,986.0,8.067,0.067
Gaia DR3 4555606149407829760,DA,6709.0,262.0,8.276,0.089
Gaia DR3 455563852493019776,DB:,28804.0,1437.0,6.597,0.116
Gaia DR3 4555696068843818624,DA,8880.0,203.0,8.163,0.041
Gaia DR3 4555697481896336256,DA,20267.0,1056.0,8.238,0.055
Gaia DR3 4555712084785002752,DA,7003.0,286.0,7.834,0.114
Gaia DR3 4555739018516117248,DA,14009.0,690.0,7.18,0.089
Gaia DR3 4555805332811450752,DB:,11662.0,546.0,8.188,0.087
Gaia DR3 4555815090976458368,DA,9082.0,435.0,7.92,0.119
Gaia DR3 4555858972667890176,DA,5715.0,144.0,8.227,0.069
Gaia DR3 4555933017904491264,DA,30548.0,530.0,7.345,0.023
Gaia DR3 4555970019043801088,DA,6046.0,186.0,8.064,0.082
Gaia DR3 4556039670533899264,DA,6702.0,134.0,8.117,0.043
Gaia DR3 4556189272833049600,DA,8238.0,203.0,8.467,0.042
Gaia DR3 4556228095032707584,DA:,5394.0,138.0,7.985,0.075
Gaia DR3 4556327875713750016,DA,7966.0,364.0,7.996,0.13
Gaia DR3 4556358868197427584,DA,6497.0,276.0,8.313,0.103
Gaia DR3 4556378040929904000,DZ,6477.0,258.0,7.998,0.097
Gaia DR3 4556431199748103936,DA,,,,
Gaia DR3 4556471671218067712,DA,7615.0,418.0,8.304,0.122
Gaia DR3 4556590418473528576,DC:,6777.0,319.0,7.888,0.102
Gaia DR3 4556595748534763136,DA,14747.0,336.0,8.002,0.026
Gaia DR3 4556651888044452608,DA,14549.0,512.0,8.131,0.046
Gaia DR3 4556657488681882112,DA,16340.0,350.0,8.18,0.023
Gaia DR3 4556722462952514176,DA,6612.0,203.0,8.392,0.064
Gaia DR3 4556745861930491136,DA,15554.0,533.0,8.974,0.026
Gaia DR3 4556791633401776512,DA,13463.0,454.0,8.361,0.03
Gaia DR3 4556831726915785600,DC:,7858.0,470.0,8.166,0.134
Gaia DR3 455685378587796992,DA,9933.0,154.0,8.027,0.029
Gaia DR3 4556943056767113856,DA,16892.0,457.0,7.675,0.033
Gaia DR3 4556944358138342656,DA,18180.0,1024.0,8.106,0.075
Gaia DR3 4557055821130843392,DA,16119.0,1006.0,7.627,0.099
Gaia DR3 4557058295032026240,DA,11271.0,740.0,8.235,0.12
Gaia DR3 4557071046793015040,DA,14339.0,848.0,8.111,0.088
Gaia DR3 4557213154373946624,DA,9359.0,415.0,8.525,0.078
Gaia DR3 4557223432232148992,DC:,,,,
Gaia DR3 4557241333656433280,DA,28812.0,737.0,7.176,0.042
Gaia DR3 4557243498319407488,DZ,4525.0,100.0,7.686,0.101
Gaia DR3 4557263323888585600,DA,5867.0,100.0,7.868,0.044
Gaia DR3 4557332043366364032,DA,8435.0,419.0,8.056,0.124
Gaia DR3 4557397837965773184,DB,17108.0,932.0,8.681,0.055
Gaia DR3 4557420863288950656,DA,15902.0,960.0,7.907,0.087
Gaia DR3 4557443570776223488,DA,18488.0,1151.0,7.269,0.1
Gaia DR3 4557472849569624704,DC:,7816.0,333.0,7.823,0.101
Gaia DR3 4557571152784321408,DA,17423.0,1154.0,7.27,0.11
Gaia DR3 4557593654114647680,DB,16610.0,965.0,8.09,0.076
Gaia DR3 4557609871910554368,DA,17096.0,771.0,8.026,0.05
Gaia DR3 4557616404556608896,DA,10838.0,710.0,8.585,0.108
Gaia DR3 4557624818397732480,DB,11956.0,601.0,8.032,0.103
Gaia DR3 4557629495620225792,DA,25029.0,942.0,9.14,0.039
Gaia DR3 4557653062101028736,DA,15187.0,1045.0,8.105,0.111
Gaia DR3 4557683814067207296,DC:,8059.0,245.0,7.927,0.064
Gaia DR3 4557821287380326912,DA,5968.0,124.0,7.885,0.053
Gaia DR3 4557828232350655744,DA,63662.0,6047.0,7.574,2.475
Gaia DR3 4557949277406193536,DB,14880.0,551.0,7.961,0.052
Gaia DR3 4557960001943710976,DA,17371.0,1071.0,7.226,0.105
Gaia DR3 4558035004953854848,DA,7905.0,320.0,7.934,0.091
Gaia DR3 4558044660039450752,DA,11560.0,507.0,8.164,0.07
Gaia DR3 4558075755603404544,DA,7699.0,260.0,7.826,0.082
Gaia DR3 4558123549999868416,DA,20571.0,1236.0,7.862,0.075
Gaia DR3 4558157428705469440,DA,10244.0,372.0,8.048,0.076
Gaia DR3 4558184813412608000,DA,6657.0,243.0,8.163,0.089
Gaia DR3 4558240308692625152,DA,9472.0,473.0,8.371,0.121
Gaia DR3 4558272774342907520,DA,13335.0,548.0,7.721,0.104
Gaia DR3 4558464845280704512,DA,6192.0,179.0,7.929,0.085
Gaia DR3 455855154357959936,DA,15235.0,211.0,7.939,0.015
Gaia DR3 4558551637979747328,DA,17874.0,1040.0,8.141,0.104
Gaia DR3 4558682892179698560,DA,10516.0,470.0,8.253,0.089
Gaia DR3 4558793740994166400,DB,22209.0,2280.0,8.279,0.072
Gaia DR3 4558805900043108736,DA,9073.0,315.0,8.151,0.068
Gaia DR3 4558871870740445568,DA,11744.0,401.0,8.011,0.052
Gaia DR3 455892537747503488,DA,14536.0,389.0,8.403,0.029
Gaia DR3 4558959659872001664,DA,7651.0,285.0,7.836,0.092
Gaia DR3 4559034808918916480,DA,20265.0,986.0,7.594,0.061
Gaia DR3 4559035148218241408,DA,16985.0,1248.0,7.87,0.113
Gaia DR3 4559074043441799040,DA,8902.0,359.0,7.929,0.093
Gaia DR3 4559084454442075648,DA,8580.0,163.0,6.292,0.361
Gaia DR3 4559127786369441152,DA,29411.0,1277.0,7.854,0.059
Gaia DR3 4559146886086370304,DB:,10407.0,399.0,8.076,0.075
Gaia DR3 4559155510381304704,DA,18329.0,1314.0,7.934,0.102
Gaia DR3 4559201384929276160,DB,12646.0,166.0,8.045,0.016
Gaia DR3 4559273299861948544,DA,9943.0,124.0,7.63,0.025
Gaia DR3 4559373905176553216,DC:,9059.0,320.0,7.975,0.084
Gaia DR3 4559473101740842880,DC,8634.0,419.0,7.962,0.13
Gaia DR3 4559681283098118912,DA,9797.0,264.0,8.027,0.066
Gaia DR3 4559734987369237760,DA,4753.0,121.0,7.1,0.172
Gaia DR3 455974069113920512,DA,5741.0,159.0,7.925,0.088
Gaia DR3 4559910191977631104,DA,10405.0,174.0,8.213,0.028
Gaia DR3 4559941974735745024,DA,10528.0,104.0,8.031,0.016
Gaia DR3 4560039934348371328,DZ:,7841.0,431.0,8.182,0.124
Gaia DR3 4560095317945025024,DA,17957.0,1089.0,7.676,0.095
Gaia DR3 4560124970400008320,DA,10288.0,412.0,7.897,0.101
Gaia DR3 4560131979788881920,DA,14633.0,578.0,7.895,0.047
Gaia DR3 4560149194014949248,DA,11293.0,372.0,8.303,0.05
Gaia DR3 4560180362596665088,DA,16773.0,340.0,8.346,0.019
Gaia DR3 4560211110263158272,DC,,,,
Gaia DR3 456023581494239616,DA,18358.0,1348.0,7.714,0.124
Gaia DR3 4560251998351617280,DA,6791.0,228.0,8.015,0.084
Gaia DR3 4560276393770655872,DA,8870.0,323.0,8.043,0.082
Gaia DR3 456032377587254784,DA,9248.0,414.0,7.93,0.111
Gaia DR3 4560331472426991616,DA,24264.0,1175.0,7.998,0.065
Gaia DR3 4560358410462006528,DA,8463.0,314.0,7.938,0.084
Gaia DR3 4560445929014497792,DC,10424.0,274.0,7.92,0.047
Gaia DR3 4560509936907619968,DA,12759.0,592.0,7.293,0.107
Gaia DR3 4560543162775453312,DA,10466.0,315.0,8.028,0.058
Gaia DR3 4560670053288871424,DA,6276.0,220.0,7.794,0.108
Gaia DR3 4560670053288877056,DA,8196.0,230.0,7.978,0.062
Gaia DR3 4560778389543325440,DC:,6396.0,276.0,7.745,0.097
Gaia DR3 4560781108262322304,DA,11375.0,536.0,8.305,0.071
Gaia DR3 4560888512504760448,DA,10300.0,326.0,7.287,0.105
Gaia DR3 4560906448288215936,DA:,5949.0,169.0,8.168,0.066
Gaia DR3 456109171603273728,DB,14353.0,580.0,7.682,0.07
Gaia DR3 456114497363958016,DA,14673.0,724.0,7.519,0.086
Gaia DR3 4561226646691006976,DA,5970.0,212.0,8.293,0.092
Gaia DR3 4561291384736326656,DA,9711.0,328.0,7.247,0.113
Gaia DR3 4561320758014005888,DA,,,,
Gaia DR3 4561329558404499328,DA,5592.0,126.0,8.032,0.067
Gaia DR3 456136143997298304,DA:,7306.0,233.0,7.749,0.087
Gaia DR3 456138927136353152,DA,12245.0,612.0,7.88,0.093
Gaia DR3 4561431469388682880,DA,7270.0,305.0,8.308,0.088
Gaia DR3 4561496409294261248,DA,17702.0,269.0,7.909,0.016
Gaia DR3 4561760253427721472,DA,5958.0,203.0,7.722,0.107
Gaia DR3 4561796709110524544,DA,,,,
Gaia DR3 4561969268014014592,DA,9526.0,574.0,8.017,0.149
Gaia DR3 4561980950325257088,DA,16153.0,753.0,8.145,0.053
Gaia DR3 456207410392774912,DA,12700.0,303.0,7.96,0.027
Gaia DR3 4562095982431439104,DA,6958.0,269.0,8.072,0.092
Gaia DR3 456259705908927104,DA,10043.0,265.0,7.461,0.074
Gaia DR3 4562632509745873408,DC,9226.0,210.0,8.088,0.04
Gaia DR3 4562700168367690240,DA,5844.0,195.0,7.916,0.099
Gaia DR3 4563009509091855872,DA,13531.0,567.0,7.425,0.066
Gaia DR3 4563055615564014208,DC,8661.0,420.0,8.159,0.119
Gaia DR3 4563115779465692800,DZ,,,,
Gaia DR3 4563185323576255744,DA,14209.0,472.0,8.06,0.044
Gaia DR3 4563282595995055104,DA:,9566.0,557.0,8.417,0.111
Gaia DR3 4563288574589677696,DA,5905.0,210.0,8.217,0.093
Gaia DR3 4563334066884106368,DA,,,,
Gaia DR3 4563341866544410240,DZ,7281.0,230.0,8.226,0.054
Gaia DR3 4563370385127704448,DA,7276.0,221.0,7.167,0.102
Gaia DR3 4563780468604815616,DA,18562.0,1099.0,7.904,0.077
Gaia DR3 4563785691285028096,DA,5812.0,194.0,8.264,0.086
Gaia DR3 4563805997890546816,DC:,9232.0,584.0,7.876,0.15
Gaia DR3 4563830324585517312,DA,9897.0,335.0,7.913,0.075
