wdid,spectype,teff,Dteff,logg,Dlogg
Gaia DR3 4525391196215799808,DC:,7416.0,322.0,8.213,0.081
Gaia DR3 4525400778287426816,DA,10334.0,532.0,8.107,0.112
Gaia DR3 4525425379861369344,DB,13690.0,468.0,7.831,0.06
Gaia DR3 4525551999801503232,DA,15478.0,1033.0,7.891,0.123
Gaia DR3 4525555190954000640,DA,5920.0,126.0,7.946,0.061
Gaia DR3 4525609307539912192,DC,8151.0,283.0,8.024,0.072
Gaia DR3 452561459894353408,DB,18937.0,831.0,6.714,0.092
Gaia DR3 4525639028713830784,DA,16537.0,1053.0,8.105,0.097
Gaia DR3 4525688266217048704,DA,11500.0,508.0,8.639,0.061
Gaia DR3 4525689885435666304,DC:,8570.0,415.0,8.114,0.112
Gaia DR3 4525708297956246272,DA,13851.0,575.0,7.751,0.068
Gaia DR3 4525742661987823104,DA,16279.0,334.0,7.315,0.036
Gaia DR3 4525836738955088640,DA,10774.0,178.0,8.352,0.024
Gaia DR3 4525863019846406016,DA,16133.0,504.0,7.853,0.04
Gaia DR3 4525872129482866048,DA,16316.0,391.0,6.386,0.053
Gaia DR3 4525914357602200064,DA,50735.0,4575.0,7.623,0.491
Gaia DR3 4525935725055789952,DA,18450.0,1242.0,7.909,0.108
Gaia DR3 4526015542725627776,DA,11201.0,396.0,7.963,0.067
Gaia DR3 4526102064848302976,DA,6579.0,155.0,8.124,0.055
Gaia DR3 452610873501457408,DA,26780.0,511.0,7.566,0.023
Gaia DR3 4526221391924591232,DA,21167.0,1597.0,7.556,0.113
Gaia DR3 4526324372354647936,DA,19889.0,1025.0,7.921,0.067
Gaia DR3 452633958942048128,DA,8519.0,474.0,7.779,0.141
Gaia DR3 452633963244401792,DQ:,8684.0,418.0,7.656,0.127
Gaia DR3 452639838759723136,DQ:,7965.0,280.0,7.687,0.104
Gaia DR3 4526446413845915648,DC,7436.0,217.0,8.016,0.056
Gaia DR3 4526467137066892544,DA,16457.0,203.0,7.821,0.012
Gaia DR3 4526768845629426560,DA,6113.0,111.0,7.878,0.049
Gaia DR3 4526771633068534400,DA,25293.0,523.0,7.681,0.026
Gaia DR3 4526822515541872896,DA,8145.0,170.0,8.196,0.04
Gaia DR3 4526984693505531904,DA,18646.0,1531.0,8.048,0.124
Gaia DR3 4527104368473898112,DA,9049.0,272.0,8.096,0.068
Gaia DR3 4527104888167865856,DA,10719.0,348.0,7.571,0.102
Gaia DR3 4527118597701327104,DA,8262.0,134.0,7.933,0.033
Gaia DR3 4527138212816786432,DA,30495.0,1337.0,7.828,0.065
Gaia DR3 4527168792986850944,DA,11922.0,388.0,7.002,0.076
Gaia DR3 4527198067482787072,DC:,7626.0,436.0,8.491,0.095
Gaia DR3 4527219233083018624,DA,17418.0,485.0,7.985,0.031
Gaia DR3 4527254559190360832,DA,16477.0,426.0,7.91,0.027
Gaia DR3 4527255589982548864,DA,11125.0,341.0,7.821,0.044
Gaia DR3 4527317815469121024,DA,8238.0,356.0,8.038,0.098
Gaia DR3 4527323931502536192,DA,7146.0,274.0,7.454,0.122
Gaia DR3 4527357874626241664,DA,12311.0,610.0,8.124,0.054
Gaia DR3 4527450852077318912,DA,11115.0,215.0,8.043,0.031
Gaia DR3 4527452402559918720,DA,9673.0,430.0,8.073,0.116
Gaia DR3 4527515620182593408,DA,6566.0,117.0,8.054,0.042
Gaia DR3 452752023303368448,DA,9317.0,394.0,7.726,0.105
Gaia DR3 4527534350534718336,DA,9079.0,428.0,7.754,0.103
Gaia DR3 4527575822741684864,DA,8532.0,401.0,7.976,0.099
Gaia DR3 4527581453443408384,DB,12586.0,437.0,7.78,0.072
Gaia DR3 452758341194727296,DA,9351.0,505.0,7.776,0.15
Gaia DR3 4527655052000874880,DA,10655.0,198.0,7.935,0.037
Gaia DR3 4527656121455732608,DA,6531.0,105.0,8.029,0.038
Gaia DR3 4527729479490037632,DA,14778.0,614.0,7.449,0.109
Gaia DR3 4527811530549361152,DA,,,,
Gaia DR3 4527906466507183104,DA,,,,
Gaia DR3 4527926395155361920,DA,9772.0,140.0,7.952,0.031
Gaia DR3 4527943918622124544,DA,8651.0,83.0,7.873,0.02
Gaia DR3 4528220961195062528,DB,14843.0,838.0,7.757,0.109
Gaia DR3 4528325895842086784,DA,41623.0,3572.0,7.603,0.07
Gaia DR3 4528555899928993792,DA,14017.0,903.0,7.96,0.125
Gaia DR3 4528613658650237056,DB,16871.0,1508.0,7.964,0.137
Gaia DR3 4528663372883300736,DA,6588.0,290.0,8.426,0.103
Gaia DR3 4528683542050222976,DA,22209.0,733.0,8.537,0.03
Gaia DR3 4528700313906735232,DA,9258.0,135.0,7.971,0.03
Gaia DR3 4528713950419410560,DA,10314.0,240.0,7.342,0.068
Gaia DR3 4528752815587742848,DA,11764.0,251.0,7.302,0.042
Gaia DR3 4528765356894450816,DA,10629.0,444.0,8.077,0.092
Gaia DR3 4528768689787177472,DC,9978.0,249.0,7.835,0.051
Gaia DR3 4528775626152152960,DA,10399.0,301.0,7.697,0.088
Gaia DR3 4528928428213782016,DA,15769.0,426.0,8.56,0.027
Gaia DR3 4528933302988697344,DB,14717.0,1023.0,8.912,0.077
Gaia DR3 4528943305975039872,DA,19054.0,543.0,7.95,0.03
Gaia DR3 4528961134378136704,DA,6770.0,261.0,8.241,0.091
Gaia DR3 4528979383700887936,DA,23083.0,1265.0,7.732,0.084
Gaia DR3 4528999582926632960,DA,20192.0,996.0,7.776,0.077
Gaia DR3 4529002606583978496,DA,11783.0,494.0,7.941,0.09
Gaia DR3 4529070196491576704,DA,11306.0,409.0,7.961,0.084
Gaia DR3 4529097473823946368,DA,7924.0,195.0,7.761,0.084
Gaia DR3 4529222337115434240,DA,18793.0,853.0,7.765,0.068
Gaia DR3 4529233504029088384,DA,10375.0,312.0,7.559,0.116
Gaia DR3 4529310469839441152,DB,11730.0,290.0,7.95,0.043
Gaia DR3 4529401110825658752,DA,6792.0,321.0,8.423,0.104
Gaia DR3 4529445434889911552,DA,16743.0,996.0,7.8,0.104
Gaia DR3 4529477698683435264,DA,14719.0,380.0,8.044,0.031
Gaia DR3 4529482199810264576,DA,8829.0,211.0,8.064,0.049
Gaia DR3 4529489591456648832,DA,7071.0,131.0,7.927,0.04
Gaia DR3 4529527043574783360,DA,37843.0,1487.0,7.846,0.031
Gaia DR3 4529547139715600000,DA,7533.0,261.0,8.215,0.092
Gaia DR3 4529579820134972032,DA,17237.0,862.0,8.002,0.094
Gaia DR3 4529581671252596736,DB,12308.0,497.0,7.786,0.111
Gaia DR3 4529582702042694144,DA,9198.0,187.0,7.898,0.05
Gaia DR3 4529796801880847104,DA,13354.0,237.0,7.985,0.022
Gaia DR3 4529815665375101952,DA,9237.0,369.0,8.043,0.098
Gaia DR3 4529826278229842560,DA,11315.0,550.0,8.002,0.107
Gaia DR3 4529869846376329984,DA,11717.0,682.0,8.822,0.075
Gaia DR3 4529899567553064960,DC:,6964.0,289.0,7.946,0.089
Gaia DR3 4529907921274424192,DA,18840.0,390.0,7.78,0.024
Gaia DR3 4529908982121253888,DA,7355.0,160.0,7.851,0.052
Gaia DR3 4529908986426072704,DA,10730.0,139.0,7.944,0.022
Gaia DR3 4529927433298686208,DA,11272.0,358.0,7.999,0.064
Gaia DR3 4530026183188760064,DA,12613.0,521.0,7.973,0.051
Gaia DR3 4530043363055112704,DA,12093.0,747.0,8.114,0.103
Gaia DR3 4530045287203646848,DA,10095.0,180.0,7.893,0.035
Gaia DR3 453007036983485824,DA,7638.0,189.0,8.016,0.053
Gaia DR3 4530109539913484928,DA:,5831.0,210.0,8.279,0.095
Gaia DR3 4530122390454022272,DA,25385.0,2355.0,8.82,0.114
Gaia DR3 4530154108794741504,DA,11409.0,687.0,8.337,0.101
Gaia DR3 4530186883683428864,DA,8986.0,140.0,7.779,0.034
Gaia DR3 4530194339748573952,DA,6308.0,167.0,8.445,0.052
Gaia DR3 4530316252401350272,DA,7199.0,205.0,7.919,0.067
Gaia DR3 4530317244530684800,DA,15117.0,739.0,7.921,0.07
Gaia DR3 4530334286961418112,DA,10863.0,389.0,7.986,0.075
Gaia DR3 4530353601434055552,DA,22629.0,1281.0,7.7,0.096
Gaia DR3 4530386891719348352,DZ:,4626.0,105.0,7.847,0.095
Gaia DR3 4530392217479029248,DA,5618.0,152.0,8.021,0.076
Gaia DR3 4530503199433824256,DA,10901.0,515.0,8.171,0.09
Gaia DR3 4530578344182585728,DC:,8680.0,468.0,7.985,0.121
Gaia DR3 4530646135964180352,DA,5535.0,154.0,8.132,0.075
Gaia DR3 4530680190755195904,DA,20036.0,360.0,7.829,0.018
Gaia DR3 4530686134989794816,DA,12463.0,351.0,7.941,0.029
Gaia DR3 4530717367992861440,DA,15781.0,514.0,8.855,0.028
Gaia DR3 4530869268090122880,DC:,6161.0,275.0,8.23,0.067
Gaia DR3 4530904143221744512,DA,7515.0,120.0,7.993,0.034
Gaia DR3 4530936578815901696,DA,14097.0,295.0,7.976,0.029
Gaia DR3 4530962554779300224,DA,9840.0,435.0,7.891,0.136
Gaia DR3 4530982655225185024,DA,10813.0,188.0,7.19,0.047
Gaia DR3 4531061820063244672,DC,7984.0,143.0,7.917,0.035
Gaia DR3 4531111401164702208,DZ:,8422.0,327.0,7.87,0.086
Gaia DR3 4531193795820178944,DA,6500.0,144.0,7.931,0.054
Gaia DR3 4531240868662633856,DA,6856.0,224.0,8.406,0.072
Gaia DR3 4531314089262427392,DA,16070.0,254.0,8.072,0.018
Gaia DR3 4531314746407239168,DC:,9379.0,180.0,8.03,0.037
Gaia DR3 453133858778248192,DA,4564.0,126.0,7.405,0.124
Gaia DR3 4531420711830651904,DA:,5210.0,104.0,8.079,0.063
Gaia DR3 4531497402771343232,DA,9817.0,440.0,8.281,0.109
Gaia DR3 4531516846077712256,DA,6870.0,140.0,8.335,0.044
Gaia DR3 4531546258011943808,DA,11221.0,310.0,7.759,0.078
Gaia DR3 4531548117747420928,DB,12250.0,335.0,8.888,0.032
Gaia DR3 4531564984072380288,DC:,35935.0,1855.0,9.015,0.041
Gaia DR3 4531706894090916352,DA,9942.0,267.0,7.678,0.084
Gaia DR3 4531769183993979776,DA,14153.0,940.0,8.939,0.047
Gaia DR3 4531776159023131648,DA:,23432.0,1250.0,7.643,0.081
Gaia DR3 4531782034539053824,DA,13299.0,505.0,7.816,0.067
Gaia DR3 4531786329505988224,DA,12741.0,942.0,8.493,0.088
Gaia DR3 453188456399664256,DC,8852.0,231.0,7.852,0.052
Gaia DR3 4532058321193003520,DA,7035.0,136.0,8.026,0.046
Gaia DR3 4532136219026378624,DA,9366.0,336.0,7.808,0.105
Gaia DR3 4532225859280200320,DA,9111.0,331.0,7.93,0.089
Gaia DR3 4532255202500177152,DA,13301.0,522.0,8.155,0.043
Gaia DR3 4532272043065819648,DB,11965.0,494.0,8.22,0.059
Gaia DR3 4532403503432373888,DA,21116.0,847.0,8.0,0.049
Gaia DR3 4532411779821763072,DA,8783.0,197.0,8.545,0.037
Gaia DR3 4532415284515638528,DA,8537.0,215.0,7.224,0.09
Gaia DR3 4532416521465488512,DB,12206.0,688.0,8.125,0.121
Gaia DR3 4532444524653509120,DA,8295.0,205.0,8.247,0.046
Gaia DR3 4532485275305898112,DA,9129.0,465.0,8.578,0.096
Gaia DR3 4532523002297861120,DA,8141.0,310.0,7.683,0.116
Gaia DR3 4532523899947911296,DA,7682.0,219.0,8.003,0.064
Gaia DR3 4532539945956810496,DA,12853.0,462.0,7.257,0.085
Gaia DR3 453258893863947264,DA,8323.0,285.0,7.808,0.083
Gaia DR3 4532640448185235712,DA:,41998.0,2852.0,7.192,0.062
Gaia DR3 4532649622235262720,DA:,7891.0,431.0,6.91,0.167
Gaia DR3 4532692533245845248,DA,6743.0,186.0,7.865,0.07
Gaia DR3 4532719784822945792,DA,13328.0,365.0,7.921,0.036
Gaia DR3 4532727580176267904,DC:,10519.0,726.0,8.256,0.127
Gaia DR3 4532760256287930112,DA,11706.0,619.0,8.545,0.072
Gaia DR3 4532926797941618688,DA,9687.0,502.0,8.657,0.1
Gaia DR3 4532937041451745920,DC:,6786.0,274.0,8.089,0.083
Gaia DR3 4532943359333116160,DA,8442.0,241.0,7.683,0.084
Gaia DR3 4533035683950991360,DB,11430.0,179.0,8.148,0.024
Gaia DR3 4533131173975863552,DA,6139.0,162.0,7.046,0.114
Gaia DR3 4533139592112831616,DC,12140.0,844.0,7.73,0.138
Gaia DR3 4533151308776571904,DC,7707.0,408.0,8.114,0.109
Gaia DR3 4533218310269212416,DA,13395.0,240.0,7.927,0.023
Gaia DR3 4533230301818666240,DA,10430.0,350.0,7.89,0.085
Gaia DR3 4533233974004204032,DA,8651.0,324.0,7.79,0.103
Gaia DR3 4533239815157445632,DA,7279.0,297.0,8.003,0.11
Gaia DR3 4533244556801192064,DA,8363.0,198.0,7.957,0.053
Gaia DR3 4533249401524456192,DA,11087.0,354.0,7.521,0.089
Gaia DR3 4533250505345304448,DB,19291.0,621.0,7.079,0.041
Gaia DR3 4533317197595627392,DA,6857.0,249.0,7.774,0.11
Gaia DR3 4533410102020726656,DA:,8881.0,377.0,8.144,0.093
Gaia DR3 4533463771934661632,DA,9634.0,415.0,7.781,0.137
Gaia DR3 4533519675230364928,DA,11606.0,400.0,7.319,0.1
Gaia DR3 4533610797254221696,DA,7789.0,321.0,8.513,0.078
Gaia DR3 4533635364467749120,DC,9615.0,305.0,8.138,0.057
Gaia DR3 4533663883050997760,DA,12809.0,438.0,8.099,0.037
Gaia DR3 4533757139675108096,DA,9531.0,418.0,7.643,0.14
Gaia DR3 4533815443855037440,DC,10481.0,368.0,7.971,0.063
Gaia DR3 4533816131049896576,DA,6626.0,237.0,7.984,0.092
Gaia DR3 4533822384522479360,DA:,6617.0,214.0,8.144,0.074
Gaia DR3 4533834994545343232,DA,9988.0,198.0,7.2,0.055
Gaia DR3 4533857362739176576,DA,7628.0,282.0,8.1,0.08
Gaia DR3 4533906432750119168,DA,11864.0,490.0,7.946,0.068
Gaia DR3 4533916358407856128,DA:,6858.0,153.0,7.968,0.05
Gaia DR3 4533940036566890752,DC:,6288.0,280.0,7.499,0.124
Gaia DR3 4534129393091539712,DQ,,,,
Gaia DR3 4534209313841409024,DC:,9266.0,461.0,7.834,0.118
Gaia DR3 4534218311789194240,DA:,33998.0,1664.0,7.194,0.068
Gaia DR3 4534300775157143680,DA,5844.0,128.0,7.355,0.092
Gaia DR3 4534315756003281408,DZ:,9265.0,548.0,7.874,0.137
Gaia DR3 4534334997457807104,DA,13993.0,701.0,7.515,0.097
Gaia DR3 4534413646902233984,DA,7539.0,279.0,7.426,0.129
Gaia DR3 4534427773045837184,DA,10828.0,584.0,8.458,0.093
Gaia DR3 4534445811920739328,DA,7810.0,305.0,8.054,0.091
Gaia DR3 4534499752403577088,DA,9188.0,405.0,8.443,0.079
Gaia DR3 4534583285235721472,DA,5611.0,180.0,8.06,0.097
Gaia DR3 4534651558026958464,DA,10469.0,296.0,8.271,0.048
Gaia DR3 4534657570987930112,DA,8446.0,261.0,8.037,0.068
Gaia DR3 4534691960780049024,DA:,8271.0,380.0,8.195,0.099
Gaia DR3 4534792566092516224,DA,12828.0,482.0,8.067,0.039
Gaia DR3 4534826616597143424,DB,11923.0,771.0,8.219,0.124
Gaia DR3 4534911347708923776,DA,12444.0,408.0,8.076,0.032
Gaia DR3 4534930245567246336,DA,12284.0,396.0,7.967,0.036
Gaia DR3 4534969965425593344,DA,11482.0,168.0,7.836,0.02
Gaia DR3 4535020856493021184,DA,20999.0,778.0,7.81,0.039
Gaia DR3 453502504409286528,DA:,13522.0,665.0,7.229,0.096
Gaia DR3 4535062534865613184,DA,10358.0,544.0,7.96,0.138
Gaia DR3 4535178803913348352,DA,13362.0,176.0,8.108,0.013
Gaia DR3 4535231374313685632,DA,6960.0,252.0,8.389,0.081
Gaia DR3 4535236837512461440,DA,27838.0,958.0,7.695,0.056
Gaia DR3 4535242300711207936,DA,8715.0,390.0,8.537,0.078
Gaia DR3 4535269960298803968,DA,11553.0,394.0,8.152,0.06
Gaia DR3 4535288205325784704,DA,8140.0,328.0,7.605,0.137
Gaia DR3 4535297727269496320,DA,7772.0,209.0,7.879,0.066
Gaia DR3 453536662289834624,DA,8888.0,268.0,7.908,0.068
Gaia DR3 4535439147651496832,DA,8650.0,183.0,7.93,0.045
Gaia DR3 4535445542864098432,DB,13968.0,639.0,7.783,0.085
Gaia DR3 4535474435100700928,DA,11310.0,592.0,8.228,0.09
Gaia DR3 4535566175604642688,DA,14787.0,613.0,8.471,0.042
Gaia DR3 4535701140658092800,DA,15537.0,651.0,7.719,0.059
Gaia DR3 4535704954584907136,DA:,7498.0,233.0,8.025,0.071
Gaia DR3 4535731583382612864,DA,10441.0,239.0,7.941,0.045
Gaia DR3 4535737703720062080,DA,21251.0,337.0,8.278,0.015
Gaia DR3 4535747560661195520,DA,11526.0,383.0,7.82,0.062
Gaia DR3 4535795870455620096,DB,15061.0,476.0,7.913,0.045
Gaia DR3 4535830371929659904,DA,8735.0,217.0,6.963,0.103
Gaia DR3 4535838343384222848,DA,17280.0,1602.0,8.155,0.124
Gaia DR3 4535862085964779520,DB,12906.0,1150.0,7.788,0.155
Gaia DR3 4535883079772568576,DB,13891.0,897.0,7.99,0.12
Gaia DR3 4535889672541631360,DA,6736.0,229.0,8.088,0.086
Gaia DR3 4535947568701385728,DA,7323.0,285.0,7.661,0.117
Gaia DR3 453594798966587904,DA,10197.0,504.0,7.551,0.141
Gaia DR3 4535972483810201728,DA,7611.0,120.0,7.978,0.032
Gaia DR3 4535988216267824384,DA,7723.0,407.0,8.147,0.122
Gaia DR3 4536090264694336128,DA,12526.0,671.0,7.787,0.088
Gaia DR3 4536177400989620096,DA,10446.0,339.0,8.201,0.059
Gaia DR3 4536310033882496640,DA,9656.0,486.0,8.04,0.129
Gaia DR3 4536322948841181696,DA,25675.0,1578.0,7.775,0.102
Gaia DR3 4536387338989561216,DA,8665.0,422.0,8.072,0.113
Gaia DR3 4536396513039999360,DC:,9949.0,632.0,7.838,0.147
Gaia DR3 4536397101454578816,DA,15015.0,1037.0,7.699,0.114
Gaia DR3 4536397616852732672,DC,8253.0,198.0,7.91,0.047
Gaia DR3 4536456367706504576,DA,15009.0,811.0,7.903,0.081
Gaia DR3 4536462178798804352,DA,7316.0,92.0,7.48,0.029
Gaia DR3 4536478495377660544,DA,9071.0,273.0,7.997,0.064
Gaia DR3 4536480866202276224,DA,13642.0,591.0,7.248,0.075
Gaia DR3 453668702462916864,DA:,6658.0,287.0,8.311,0.089
Gaia DR3 453671867854887168,DA,12555.0,648.0,7.762,0.065
Gaia DR3 4536719155284993536,DA,20254.0,1579.0,7.96,0.113
Gaia DR3 4536761585262322048,DB,12303.0,577.0,7.852,0.086
Gaia DR3 4536797044511077248,DA,9625.0,192.0,7.933,0.04
Gaia DR3 4536880538676452608,DA,8065.0,214.0,8.386,0.047
Gaia DR3 4536881878706295424,DA:,7455.0,327.0,7.819,0.134
Gaia DR3 4536902636288802688,DA,24666.0,1474.0,7.859,0.086
Gaia DR3 4536976745943468800,DA,10192.0,263.0,7.808,0.058
Gaia DR3 4537096734449104000,DA,18803.0,636.0,8.01,0.034
Gaia DR3 4537126107724782208,DA,7710.0,158.0,7.871,0.043
Gaia DR3 4537138511590934528,DA,12873.0,905.0,7.98,0.105
Gaia DR3 4537162670787811840,DA,12176.0,567.0,8.073,0.064
Gaia DR3 4537165071669991424,DA:,7183.0,268.0,7.95,0.087
Gaia DR3 4537193147876537472,DA,14716.0,260.0,7.984,0.019
Gaia DR3 4537214858932459008,DC,8852.0,550.0,8.164,0.131
Gaia DR3 4537233825503535104,DA,8288.0,319.0,7.999,0.087
Gaia DR3 4537246229372229120,DA,27275.0,1859.0,8.129,0.109
Gaia DR3 4537247397603392640,DA,7705.0,389.0,8.561,0.094
Gaia DR3 4537309489949100800,DA,5921.0,186.0,7.201,0.112
Gaia DR3 4537353603552803200,DA,10954.0,371.0,8.045,0.061
Gaia DR3 4537373429122370304,DA,11490.0,278.0,7.804,0.035
Gaia DR3 45373958660583296,DA,8158.0,371.0,7.639,0.126
Gaia DR3 4537412667944033408,DA,15241.0,1157.0,8.253,0.115
Gaia DR3 4537453865275455488,DA,11239.0,483.0,8.33,0.062
Gaia DR3 4537471251296063616,DA,7493.0,177.0,7.967,0.05
Gaia DR3 4537496677505587328,DB,16165.0,834.0,7.978,0.07
Gaia DR3 4537524169595977728,DA,7630.0,193.0,7.887,0.056
Gaia DR3 4537541521267210496,DA,32149.0,2651.0,7.899,0.118
Gaia DR3 4537559663206580480,DA,10598.0,213.0,7.939,0.036
Gaia DR3 4537567699084347776,DA,8987.0,317.0,7.419,0.112
Gaia DR3 4537607938639785600,DA,9788.0,545.0,8.272,0.115
Gaia DR3 4537629924571091968,DA,18116.0,596.0,7.915,0.036
Gaia DR3 4537634013380135040,DA,8871.0,162.0,7.984,0.036
Gaia DR3 4537705515994558208,DA,9782.0,165.0,7.519,0.04
Gaia DR3 4537772414405908480,DA,10514.0,403.0,7.605,0.1
Gaia DR3 4537803823497945728,DA,21302.0,1952.0,7.988,0.113
Gaia DR3 4537822064224471936,DA,13367.0,1037.0,8.123,0.115
Gaia DR3 4537843813940003456,DA,14307.0,732.0,7.701,0.086
Gaia DR3 4537869858620818432,DA,9020.0,342.0,8.006,0.084
Gaia DR3 4537886316937923456,DA,12029.0,262.0,8.067,0.025
Gaia DR3 4537906009370874240,DA,21181.0,946.0,7.17,0.064
Gaia DR3 4538076532451205120,DA,14945.0,1161.0,7.774,0.127
Gaia DR3 4538160649391144064,DA,10508.0,448.0,8.281,0.079
Gaia DR3 4538231701025779840,DA,14706.0,856.0,7.591,0.1
Gaia DR3 4538244315351201408,DA,19101.0,1087.0,8.158,0.061
Gaia DR3 4538292517766532864,DA,27313.0,644.0,7.706,0.032
Gaia DR3 4538425597329031808,DA,8919.0,511.0,8.23,0.119
Gaia DR3 4538583720849849472,DA,10739.0,648.0,8.24,0.122
Gaia DR3 4538611719734432384,DA,8031.0,172.0,8.106,0.04
Gaia DR3 4538616530097022720,DA,13630.0,881.0,8.01,0.1
Gaia DR3 4538675701869020800,DA,8344.0,269.0,7.967,0.071
Gaia DR3 4538681130699631488,DA,13039.0,439.0,7.962,0.04
Gaia DR3 4538734865033763456,DC:,10947.0,525.0,8.281,0.077
Gaia DR3 4538766235478852224,DB,12590.0,631.0,7.699,0.099
Gaia DR3 4538790562170797440,DA,11148.0,489.0,7.976,0.082
Gaia DR3 4538824853190278528,DA,9202.0,377.0,7.917,0.097
Gaia DR3 4538832725870839808,DA,14042.0,219.0,8.012,0.016
Gaia DR3 4538855987413202048,DB:,11356.0,188.0,8.196,0.022
Gaia DR3 4538879523834340224,DA,13570.0,812.0,7.952,0.094
Gaia DR3 4538911267933448576,DA,7397.0,236.0,8.075,0.066
Gaia DR3 4538965831195877504,DA,9438.0,506.0,8.173,0.113
Gaia DR3 4539039635914705152,DA,9562.0,314.0,7.785,0.081
Gaia DR3 4539110176459423616,DA,12093.0,968.0,8.186,0.127
Gaia DR3 4539135224706240384,DA,7423.0,194.0,8.084,0.053
Gaia DR3 4539184221693927936,DC:,8082.0,405.0,8.008,0.106
Gaia DR3 4539233429132755072,DA,16079.0,1577.0,8.14,0.117
Gaia DR3 4539273694454394368,DA,13743.0,768.0,7.801,0.084
Gaia DR3 4539291698954677504,DB:,30046.0,2053.0,6.986,0.106
Gaia DR3 4539423782092709376,DA,43557.0,8556.0,8.257,0.126
Gaia DR3 4539442817386268160,DA,9591.0,460.0,8.03,0.106
Gaia DR3 4539449242657065728,DC,8648.0,361.0,8.345,0.071
Gaia DR3 4539527647277713920,DA,6670.0,103.0,7.462,0.036
Gaia DR3 4539550260287569024,DA,7788.0,278.0,7.5,0.095
Gaia DR3 4539582455356486528,DA,6336.0,265.0,8.378,0.092
Gaia DR3 453963096703531520,DA,7716.0,298.0,7.381,0.111
Gaia DR3 4539632616278638720,DA,7225.0,175.0,7.831,0.067
Gaia DR3 4539744525947628544,DB,14456.0,836.0,7.771,0.12
Gaia DR3 4539762908406129152,DA,14204.0,598.0,7.673,0.083
Gaia DR3 4539783936566461056,DA,6066.0,176.0,7.735,0.107
Gaia DR3 4539924158657884032,DC:,5117.0,133.0,8.001,0.092
Gaia DR3 4540048162955642624,DA,9098.0,390.0,7.89,0.121
Gaia DR3 4540090356713562240,DA,6117.0,180.0,8.015,0.111
Gaia DR3 4540118840935650816,DA,26990.0,1249.0,7.53,0.092
Gaia DR3 4540190962028037120,DA,10952.0,297.0,7.243,0.068
Gaia DR3 4540228963898182144,DA,9914.0,241.0,7.64,0.077
Gaia DR3 4540249721473981952,DA,10785.0,357.0,7.955,0.075
Gaia DR3 4540271398175323776,DA:,48153.0,4057.0,7.228,0.629
Gaia DR3 4540358019075656320,DA,13263.0,595.0,7.877,0.081
Gaia DR3 4540384407355276928,DA,11189.0,231.0,7.891,0.037
Gaia DR3 4540419767819498112,DA,20097.0,929.0,7.871,0.066
Gaia DR3 454047312426322304,DA,11005.0,741.0,8.097,0.136
Gaia DR3 4540500027874176896,DA,23473.0,359.0,8.367,0.015
Gaia DR3 4540551807998644992,DA,6074.0,162.0,8.051,0.068
Gaia DR3 4540646640877383296,DA,9087.0,270.0,7.875,0.073
Gaia DR3 4540658361846337536,DA,9671.0,242.0,7.591,0.074
Gaia DR3 4540760783927238400,DA,5666.0,143.0,7.947,0.1
Gaia DR3 4540785076262776320,DZ:,4635.0,74.0,7.105,0.159
Gaia DR3 4540880909870214400,DA,7216.0,196.0,8.224,0.063
Gaia DR3 454101055349805312,DA,5631.0,196.0,7.811,0.107
Gaia DR3 4541079990194374528,DA,7604.0,194.0,7.306,0.092
Gaia DR3 4541081020986531712,DA,11951.0,262.0,7.937,0.036
Gaia DR3 4541161624635884288,DA,8530.0,368.0,8.269,0.1
Gaia DR3 4541188429528480768,DA,8218.0,285.0,7.941,0.087
Gaia DR3 4541292226002182912,DA,7880.0,437.0,8.14,0.141
Gaia DR3 4541301434411363328,DA,19610.0,706.0,7.855,0.046
Gaia DR3 4541328956560998656,DA,16270.0,265.0,7.998,0.017
Gaia DR3 4541415165145168128,DA,12585.0,201.0,7.953,0.015
Gaia DR3 4541481724254126592,DA,12857.0,648.0,7.523,0.083
Gaia DR3 4541591194382093824,DC,9187.0,239.0,8.251,0.045
Gaia DR3 4541617921962374656,DA,18391.0,1348.0,8.131,0.104
Gaia DR3 4541741307782357120,DA,6475.0,195.0,7.928,0.074
Gaia DR3 4542192897822609280,DA,17971.0,680.0,8.241,0.039
Gaia DR3 4542261449798391296,DA,6280.0,208.0,8.157,0.085
Gaia DR3 4542262510653190784,DA,20997.0,1185.0,7.874,0.077
Gaia DR3 4542341297533149568,DA,8963.0,321.0,7.799,0.099
Gaia DR3 4542535709233029376,DA,11110.0,422.0,8.032,0.079
Gaia DR3 4542593016978001280,DC,10108.0,501.0,7.974,0.102
Gaia DR3 4542600889654275840,DC,9949.0,571.0,8.289,0.105
Gaia DR3 4542687574976657664,DA,7773.0,315.0,7.658,0.122
Gaia DR3 4542727436570795392,DA,16723.0,977.0,7.497,0.101
Gaia DR3 4542748666592596096,DA,8731.0,348.0,7.907,0.104
Gaia DR3 4542764785605889920,DA,33426.0,3278.0,7.946,0.127
Gaia DR3 4542793884007964160,DA,8525.0,257.0,8.464,0.053
Gaia DR3 4542841373462939648,DC:,8321.0,378.0,8.522,0.076
Gaia DR3 454292267299355264,DA,24019.0,574.0,7.418,0.031
Gaia DR3 4542924485372999808,DA,10663.0,135.0,7.973,0.021
Gaia DR3 454295802051244288,DA,9125.0,224.0,7.994,0.049
Gaia DR3 4542987879090980864,DA,16852.0,1011.0,7.859,0.093
